tag	root	morphophonemics	features	is_compound
NNP-ABBR	R.	r.*e*	~	FALSE
NNP-ABBR	R.S.S.	r.s.s.*es*	~	FALSE
NNP-ABBR	RSS	rss*es*	~	FALSE
NNP-ABBR	S.	s.*e*	~	FALSE
NNP-ABBR	Ş.	ş.*e*	~	FALSE
NNP-ABBR	T.	t.*e*	~	FALSE
NNP-ABBR	T.B.M.M.	t.b.m.m.*e*	~	FALSE
NNP-ABBR	T.B.M.M.	t.b.m.m.*i*	~	TRUE
NNP-ABBR	T.L.	t.l.*e*	~	FALSE
NNP-ABBR	T.L.	t.l.*ı*	~	TRUE
NNP-ABBR	T.M.M.O.B.	t.m.m.o.b.*ob*	~	FALSE
NNP-ABBR	T.M.M.O.B.	t.m.m.o.b.*i*	~	TRUE
NNP-ABBR	T.U.İ.D.	t.u.i.d.*id*	~	FALSE
NNP-ABBR	T.U.İ.D.	t.u.i.d.*i*	~	TRUE
NNP-ABBR	TBMM	tbmm*e*	~	FALSE
NNP-ABBR	TBMM	tbmm*i*	~	TRUE
NNP-ABBR	TL	tl*e*	~	FALSE
NNP-ABBR	TL	tl*ı*	~	TRUE
NNP-ABBR	TL.	tl.*e*	~	FALSE
NNP-ABBR	TL.	tl.*ı*	~	TRUE
NNP-ABBR	TMMOB	tmmob*ob*	~	FALSE
NNP-ABBR	TMMOB	tmmob*i*	~	TRUE
NNP-ABBR	TUİD	tuid*id*	~	FALSE
NNP-ABBR	TUİD	tuid*i*	~	TRUE
NNP-ABBR	TÜRKONFED	~	~	FALSE
NNP-ABBR	U.	u.*u*	~	FALSE
NNP-ABBR	Ü.	u.*ü*	~	FALSE
NNP-ABBR	U.E.F.A.	u.e.f.a.*a*	~	FALSE
NNP-ABBR	U.N.D.P.	u.n.d.p.*i*	~	FALSE
NNP-ABBR	UEFA	uefa*a*	~	FALSE
NNP-ABBR	UNDP	undp*i*	~	FALSE
NNP-ABBR	V.	v.*e*	~	FALSE
NNP-ABBR	Y.	y.*e*	~	FALSE
NNP-ABBR	Z.	z.*e*	~	FALSE
