tag	root	morphophonemics	features	is_compound
NN-ABBR	DR	dr*or*	~	FALSE
NN-ABBR	DR.	dr.*e*	~	FALSE
NN-ABBR	DR.	dr.*or*	~	FALSE
NN-ABBR	DVD	dvd*e*	~	FALSE
NN-ABBR	DVD	dvd*i*	~	FALSE
NN-ABBR	DVD.	dvd.*e*	~	FALSE
NN-ABBR	DVD.	dvd.*i*	~	FALSE
NN-ABBR	DY.	dy.*e*	~	FALSE
NN-ABBR	DY.	dy.*um*	~	FALSE
NN-ABBR	E.U.	e.u.*u*	~	FALSE
NN-ABBR	E.U.	e.u.*ın*	~	FALSE
NN-ABBR	ER.	er.*e*	~	FALSE
NN-ABBR	ER.	er.*um*	~	FALSE
NN-ABBR	ES.	es.*e*	~	FALSE
NN-ABBR	ES.	es.*um*	~	FALSE
NN-ABBR	EU	~	~	FALSE
NN-ABBR	EU	eu*ın*	~	FALSE
NN-ABBR	EU.	eu.*u*	~	FALSE
NN-ABBR	EU.	eu.*um*	~	FALSE
NN-ABBR	EU.	eu.*ın*	~	FALSE
NN-ABBR	FE.	fe.*e*	~	FALSE
NN-ABBR	FR.	fr.*e*	~	FALSE
NN-ABBR	FR.	fr.*um*	~	FALSE
NN-ABBR	G.B.	g.b.*e*	~	FALSE
NN-ABBR	G.B.	g.b.*ın*	~	FALSE
NN-ABBR	G.B.	g.b.*a*	~	FALSE
NN-ABBR	G.S.M.H.	g.s.m.h.*e*	~	FALSE
NN-ABBR	G.S.M.H.	g.s.m.h.*a*	~	FALSE
NN-ABBR	GA.	ga.*a*	~	FALSE
NN-ABBR	GA.	ga.*um*	~	FALSE
NN-ABBR	GB	gb*ın*	~	FALSE
NN-ABBR	GB	gb*a*	~	FALSE
NN-ABBR	GB.	gb.*e*	~	FALSE
NN-ABBR	GB.	gb.*ın*	~	FALSE
NN-ABBR	GB.	gb.*a*	~	FALSE
NN-ABBR	GD.	gd.*e*	~	FALSE
NN-ABBR	GD.	gd.*um*	~	FALSE
NN-ABBR	GE.	ge.*e*	~	FALSE
NN-ABBR	GE.	ge.*um*	~	FALSE
NN-ABBR	GR.	gr.*e*	~	FALSE
NN-ABBR	GSMH	gsmh*e*	~	FALSE
NN-ABBR	GSMH	gsmh*a*	~	FALSE
NN-ABBR	GSMH.	gsmh.*e*	~	FALSE
NN-ABBR	GSMH.	gsmh.*a*	~	FALSE
NN-ABBR	GTLD	gtld*i*	~	FALSE
NN-ABBR	HA.	ha.*a*	~	FALSE
NN-ABBR	HD	hd*i*	~	FALSE
NN-ABBR	HE	~	~	FALSE
NN-ABBR	HE.	he.*e*	~	FALSE
NN-ABBR	HE.	he.*um*	~	FALSE
NN-ABBR	HF.	hf.*e*	~	FALSE
NN-ABBR	HF.	hf.*um*	~	FALSE
NN-ABBR	HG.	hg.*e*	~	FALSE
NN-ABBR	HO.	ho.*o*	~	FALSE
NN-ABBR	HO.	ho.*um*	~	FALSE
NN-ABBR	HSUPA	hsupa*a*	~	FALSE
NN-ABBR	K.D.V.	kdv.*e*	~	FALSE
NN-ABBR	K.D.V.	kdv.*i*	~	TRUE
NN-ABBR	KDV	kdv*e*	~	FALSE
NN-ABBR	KDV	kdv*i*	~	TRUE
NN-ABBR	KDV.	kdv.*e*	~	FALSE
NN-ABBR	KDV.	kdv.*i*	~	TRUE
NN-ABBR	KG	kg*e*	~	FALSE
NN-ABBR	KG	kg*am*	~	FALSE
NN-ABBR	KG.	kg.*e*	~	FALSE
NN-ABBR	KG.	kg.*am*	~	FALSE
NN-ABBR	KOOP	koop*i*	~	TRUE
NN-ABBR	KOOP.	koop.*i*	~	TRUE
NN-ABBR	KR.	kr.*e*	~	FALSE
NN-ABBR	KR.	kr.*on*	~	FALSE
NN-ABBR	KU.	ku.*u*	~	FALSE
NN-ABBR	LA	la*an*	~	FALSE
NN-ABBR	LA.	la.*a*	~	FALSE
NN-ABBR	LA.	la.*an*	~	FALSE
NN-ABBR	LEB.	leb.*e*	~	FALSE
NN-ABBR	LI.	li.*i*	~	FALSE
NN-ABBR	LI.	li.*um*	~	FALSE
NN-ABBR	LR.	lr.*e*	~	FALSE
NN-ABBR	LR.	lr.*um*	~	FALSE
NN-ABBR	LT.	lt.*e*	~	FALSE
NN-ABBR	LT.	lt.*i*	~	FALSE
NN-ABBR	LTE	lte*e*	~	FALSE
NN-ABBR	LU.	lu.*u*	~	FALSE
NN-ABBR	LU.	lu.*um*	~	FALSE
NN-ABBR	MB	mb*e*	~	FALSE
NN-ABBR	MB	mb*ayt*	~	FALSE
NN-ABBR	MBPS	~	~	FALSE
NN-ABBR	MG	mg*am*	~	FALSE
NN-ABBR	MG.	mg.*e*	~	FALSE
NN-ABBR	MG.	mg.*um*	~	FALSE
NN-ABBR	MG.	mg.*am*	~	FALSE
NN-ABBR	MN.	mn.*e*	~	FALSE
NN-ABBR	MN.	mn.*an*	~	FALSE
NN-ABBR	MO.	mo.*o*	~	FALSE
NN-ABBR	MO.	mo.*en*	~	FALSE
NN-ABBR	MS.	ms.*e*	~	FALSE
NN-ABBR	MV	mv*e*	~	FALSE
NN-ABBR	MV	mv*il*	~	TRUE
NN-ABBR	MV.	mv.*e*	~	FALSE
NN-ABBR	MV.	mv.*il*	~	TRUE
NN-ABBR	NA.	na.*a*	~	FALSE
NN-ABBR	NA.	na.*um*	~	FALSE
NN-ABBR	ND.	nd.*e*	~	FALSE
NN-ABBR	ND.	nd.*um*	~	FALSE
NN-ABBR	NE.	ne.*e*	~	FALSE
NN-ABBR	NE.	ne.*on*	~	FALSE
NN-ABBR	NI.	ni.*i*	~	FALSE
NN-ABBR	NI.	ni.*el*	~	FALSE
NN-ABBR	NO.	no.*o*	~	FALSE
NN-ABBR	NO.	no.*um*	~	FALSE
NN-ABBR	P.M.	p.m.*i*	~	TRUE
NN-ABBR	PA.	pa.*a*	~	FALSE
NN-ABBR	PA.	pa.*um*	~	FALSE
NN-ABBR	PB.	pb.*e*	~	FALSE
NN-ABBR	PD.	pd.*e*	~	FALSE
NN-ABBR	PD.	pd.*um*	~	FALSE
NN-ABBR	PH.	ph.*aş*	~	FALSE
NN-ABBR	PM	pm*e*	~	FALSE
NN-ABBR	PM	pm*i*	~	TRUE
NN-ABBR	PM.	pm.*e*	~	FALSE
NN-ABBR	PM.	pm.*um*	~	FALSE
NN-ABBR	PM.	pm.*i*	~	TRUE
NN-ABBR	PO.	po.*o*	~	FALSE
NN-ABBR	PO.	po.*um*	~	FALSE
NN-ABBR	PR.	pr.*e*	~	FALSE
NN-ABBR	PR.	pr.*im*	~	FALSE
NN-ABBR	PROF	prof*of*	~	FALSE
NN-ABBR	PROF	prof*ör*	~	FALSE
NN-ABBR	PROF.	prof.*of*	~	FALSE
NN-ABBR	PROF.	prof.*ör*	~	FALSE
NN-ABBR	PT.	pt.*e*	~	FALSE
NN-ABBR	PT.	pt.*in*	~	FALSE
NN-ABBR	PU.	pu.*u*	~	FALSE
NN-ABBR	PU.	pu.*um*	~	FALSE
NN-ABBR	RA.	ra.*a*	~	FALSE
NN-ABBR	RA.	ra.*um*	~	FALSE
NN-ABBR	RAM	ram*em*	~	FALSE
NN-ABBR	RB.	rb.*e*	~	FALSE
NN-ABBR	RB.	rb.*um*	~	FALSE
NN-ABBR	RE.	re.*e*	~	FALSE
NN-ABBR	RE.	re.*um*	~	FALSE
NN-ABBR	RH.	rh.*aş*	~	FALSE
NN-ABBR	RN.	rn.*e*	~	FALSE
NN-ABBR	SB	sb*e*	~	FALSE
NN-ABBR	SB.	sb.*e*	~	FALSE
NN-ABBR	SC.	sc.*e*	~	FALSE
NN-ABBR	SC.	sc.*um*	~	FALSE
NN-ABBR	SE.	se.*e*	~	FALSE
NN-ABBR	SE.	se.*um*	~	FALSE
NN-ABBR	ŞE.	şe*e*	~	FALSE
NN-ABBR	SI.	si.*i*	~	FALSE
NN-ABBR	SI.	si.*um*	~	FALSE
NN-ABBR	SM.	sm.*e*	~	FALSE
NN-ABBR	SM.	sm.*um*	~	FALSE
NN-ABBR	SN	sn*e*	~	FALSE
NN-ABBR	SN	sn*ın*	~	FALSE
NN-ABBR	SN.	sn.*e*	~	FALSE
NN-ABBR	SN.	sn.*ay*	~	FALSE
NN-ABBR	SN.	sn.*ın*	~	FALSE
NN-ABBR	SR.	sr.*e*	~	FALSE
NN-ABBR	SR.	sr.*um*	~	FALSE
NN-ABBR	T.C.	t.c.*e*	~	FALSE
NN-ABBR	T.C.	t.c.*i*	~	TRUE
NN-ABBR	T.L.	t.l.*e*	~	FALSE
NN-ABBR	T.L.	t.l.*ı*	~	TRUE
NN-ABBR	T.V.	t.v.*e*	~	FALSE
NN-ABBR	T.V.	t.v.*i*	~	FALSE
NN-ABBR	T.V.	t.v.*on*	~	FALSE
NN-ABBR	TA.	ta.*a*	~	FALSE
NN-ABBR	TA.	ta.*al*	~	FALSE
NN-ABBR	TB.	tb.*e*	~	FALSE
NN-ABBR	TB.	tb.*um*	~	FALSE
NN-ABBR	TC	tc*e*	~	FALSE
NN-ABBR	TC	tc*i*	~	TRUE
NN-ABBR	TC.	tc.*e*	~	FALSE
NN-ABBR	TC.	tc.*um*	~	FALSE
NN-ABBR	TC.	tc.*i*	~	TRUE
NN-ABBR	TE.	te.*e*	~	FALSE
NN-ABBR	TE.	te.*ür*	~	FALSE
NN-ABBR	TH.	th.*e*	~	FALSE
NN-ABBR	TH.	th.*um*	~	FALSE
NN-ABBR	TI.	ti.*i*	~	FALSE
NN-ABBR	TI.	ti.*um*	~	FALSE
NN-ABBR	TL	tl*e*	~	FALSE
NN-ABBR	TL	tl*um*	~	FALSE
NN-ABBR	TL	tl.*ı*	~	TRUE
NN-ABBR	TL.	tl.*e*	~	FALSE
NN-ABBR	TL.	tl.*um*	~	FALSE
NN-ABBR	TL.	tl.*ı*	~	TRUE
NN-ABBR	TV	tv*e*	~	FALSE
NN-ABBR	TV	tv*i*	~	FALSE
NN-ABBR	TV	tv*on*	~	FALSE
NN-ABBR	TV.	tv.*e*	~	FALSE
NN-ABBR	TV.	tv.*i*	~	FALSE
NN-ABBR	TV.	tv.*on*	~	FALSE
NN-ABBR	URL	url*e*	~	FALSE
NN-ABBR	URL	url*el*	~	FALSE
NN-ABBR	URL	url*e*	~	FALSE
NN-ABBR	V.I.P.	v.i.p.*ip*	~	FALSE
NN-ABBR	V.I.P.	v.i.p.*i*	~	FALSE
NN-ABBR	VIP	~	~	FALSE
NN-ABBR	VIP	vip*i*	~	FALSE
NN-ABBR	VIP.	vip.*ip*	~	FALSE
NN-ABBR	VIP.	vip.*i*	~	FALSE
NN-ABBR	VS	vs*e*	~	FALSE
NN-ABBR	VS.	vs.*e*	~	FALSE
NN-ABBR	Y.T.L.	y.t.l.*e*	~	FALSE
NN-ABBR	Y.T.L.	y.t.l.*ı*	~	TRUE
NN-ABBR	YB.	yb.*e*	~	FALSE
NN-ABBR	YB.	yb.*um*	~	FALSE
NN-ABBR	YTL	ytl*e*	~	FALSE
NN-ABBR	YTL	ytl*ı*	~	TRUE
NN-ABBR	YTL.	ytl.*e*	~	FALSE
NN-ABBR	YTL.	ytl.*ı*	~	TRUE
NN-ABBR	ZN.	zn.*e*	~	FALSE
NN-ABBR	ZN.	zn.*o*	~	FALSE
NN-ABBR	ZR.	zr.*e*	~	FALSE
NN-ABBR	ZR.	zr.*um*	~	FALSE
