tag	root	morphophonemics	features	is_compound
VB-ON-OR-T	abra	~	~	FALSE
VB-ON-OR-T	acı	~	~	FALSE
VB-ON-OR-T	açınsa	~	~	FALSE
VB-ON-OR-T	ada	~	~	FALSE
VB-ON-OR-T	affeyle	~	~	FALSE
VB-ON-OR-T	ağırla	~	~	FALSE
VB-ON-OR-T	ağırsa	~	~	FALSE
VB-ON-OR-T	ağla	~	~	FALSE
VB-ON-OR-T	ağna	~	~	FALSE
VB-ON-OR-T	ağrı	~	~	FALSE
VB-ON-OR-T	aksa	~	~	FALSE
VB-ON-OR-T	anımsa	~	~	FALSE
VB-ON-OR-T	anla	~	~	FALSE
VB-ON-OR-T	ansı	~	~	FALSE
VB-ON-OR-T	ara	~	~	FALSE
VB-ON-OR-T	arzeyle	~	~	FALSE
VB-ON-OR-T	aşağısa	~	~	FALSE
VB-ON-OR-T	ata	~	~	FALSE
VB-ON-OR-T	atla	~	~	FALSE
VB-ON-OR-T	ayıkla	~	~	FALSE
VB-ON-OR-T	ayla	~	~	FALSE
VB-ON-OR-T	ayrımsa	~	~	FALSE
VB-ON-OR-T	azımsa	~	~	FALSE
VB-ON-OR-T	balkı	~	~	FALSE
VB-ON-OR-T	banla	~	~	FALSE
VB-ON-OR-T	başla	~	~	FALSE
VB-ON-OR-T	bavlı	~	~	FALSE
VB-ON-OR-T	bayatsı	~	~	FALSE
VB-ON-OR-T	bekle	~	~	FALSE
VB-ON-OR-T	bele	~	~	FALSE
VB-ON-OR-T	belle	~	~	FALSE
VB-ON-OR-T	benilde	~	~	FALSE
VB-ON-OR-T	benimse	~	~	FALSE
VB-ON-OR-T	benze	~	~	FALSE
VB-ON-OR-T	berki	~	~	FALSE
VB-ON-OR-T	besle	~	~	FALSE
VB-ON-OR-T	beze	~	~	FALSE
VB-ON-OR-T	bile	~	~	FALSE
VB-ON-OR-T	bılkı	~	~	FALSE
VB-ON-OR-T	bodosla	~	~	FALSE
VB-ON-OR-T	boğasa	~	~	FALSE
VB-ON-OR-T	boşa	~	~	FALSE
VB-ON-OR-T	boya	~	~	FALSE
VB-ON-OR-T	boyla	~	~	FALSE
VB-ON-OR-T	bozla	~	~	FALSE
VB-ON-OR-T	buda	~	~	FALSE
VB-ON-OR-T	büğe	~	~	FALSE
VB-ON-OR-T	bula	~	~	FALSE
VB-ON-OR-T	bumla	~	~	FALSE
VB-ON-OR-T	buna	~	~	FALSE
VB-ON-OR-T	burcu	~	~	FALSE
VB-ON-OR-T	bürü	~	~	FALSE
VB-ON-OR-T	bütünle	~	~	FALSE
VB-ON-OR-T	büyü	~	~	FALSE
VB-ON-OR-T	büyükse	~	~	FALSE
VB-ON-OR-T	büyümse	~	~	FALSE
VB-ON-OR-T	çağla	~	~	FALSE
VB-ON-OR-T	çakozla	~	~	FALSE
VB-ON-OR-T	çalka	~	~	FALSE
VB-ON-OR-T	çalkala	~	~	FALSE
VB-ON-OR-T	çapkı	~	~	FALSE
VB-ON-OR-T	carla	~	~	FALSE
VB-ON-OR-T	cavla	~	~	FALSE
VB-ON-OR-T	çekele	~	~	FALSE
VB-ON-OR-T	çekimse	~	~	FALSE
VB-ON-OR-T	çemre	~	~	FALSE
VB-ON-OR-T	çenile	~	~	FALSE
VB-ON-OR-T	çiçeksi	~	~	FALSE
VB-ON-OR-T	çiğne	~	~	FALSE
VB-ON-OR-T	çile	~	~	FALSE
VB-ON-OR-T	çirkinse	~	~	FALSE
VB-ON-OR-T	çıda	~	~	FALSE
VB-ON-OR-T	çıkarsa	~	~	FALSE
VB-ON-OR-T	cırmala	~	~	FALSE
VB-ON-OR-T	cıvı	~	~	FALSE
VB-ON-OR-T	çıvla	~	~	FALSE
VB-ON-OR-T	çoğumsa	~	~	FALSE
VB-ON-OR-T	çokra	~	~	FALSE
VB-ON-OR-T	çoksa	~	~	FALSE
VB-ON-OR-T	çürü	~	~	FALSE
VB-ON-OR-T	çuvalla	~	~	FALSE
VB-ON-OR-T	dağla	~	~	FALSE
VB-ON-OR-T	dala	~	~	FALSE
VB-ON-OR-T	daya	~	~	FALSE
VB-ON-OR-T	dazla	~	~	FALSE
VB-ON-OR-T	dene	~	~	FALSE
VB-ON-OR-T	derle	~	~	FALSE
VB-ON-OR-T	deşele	~	~	FALSE
VB-ON-OR-T	dile	~	~	FALSE
VB-ON-OR-T	dinle	~	~	FALSE
VB-ON-OR-T	dire	~	~	FALSE
VB-ON-OR-T	dişe	~	~	FALSE
VB-ON-OR-T	dızla	~	~	FALSE
VB-ON-OR-T	doğra	~	~	FALSE
VB-ON-OR-T	doku	~	~	FALSE
VB-ON-OR-T	dola	~	~	FALSE
VB-ON-OR-T	dona	~	~	FALSE
VB-ON-OR-T	dönele	~	~	FALSE
VB-ON-OR-T	döşe	~	~	FALSE
VB-ON-OR-T	düdükle	~	~	FALSE
VB-ON-OR-T	duraksa	~	~	FALSE
VB-ON-OR-T	durala	~	~	FALSE
VB-ON-OR-T	dürtükle	~	~	FALSE
VB-ON-OR-T	düvesi	~	~	FALSE
VB-ON-OR-T	düze	~	~	FALSE
VB-ON-OR-T	eğle	~	~	FALSE
VB-ON-OR-T	ekşi	~	~	FALSE
VB-ON-OR-T	ele	~	~	FALSE
VB-ON-OR-T	emekle	~	~	FALSE
VB-ON-OR-T	emreyle	~	~	FALSE
VB-ON-OR-T	endükle	~	~	FALSE
VB-ON-OR-T	ene	~	~	FALSE
VB-ON-OR-T	epri	~	~	FALSE
VB-ON-OR-T	ergi	~	~	FALSE
VB-ON-OR-T	eri	~	~	FALSE
VB-ON-OR-T	erse	~	~	FALSE
VB-ON-OR-T	eşele	~	~	FALSE
VB-ON-OR-T	esirge	~	~	FALSE
VB-ON-OR-T	eski	~	~	FALSE
VB-ON-OR-T	esne	~	~	FALSE
VB-ON-OR-T	esri	~	~	FALSE
VB-ON-OR-T	etki	~	~	FALSE
VB-ON-OR-T	eyle	~	~	FALSE
VB-ON-OR-T	farı	~	~	FALSE
VB-ON-OR-T	felfelle	~	~	FALSE
VB-ON-OR-T	fetheyle	~	~	FALSE
VB-ON-OR-T	fıkra	~	~	FALSE
VB-ON-OR-T	fırla	~	~	FALSE
VB-ON-OR-T	garipse	~	~	FALSE
VB-ON-OR-T	gerekse	~	~	FALSE
VB-ON-OR-T	gerile	~	~	FALSE
VB-ON-OR-T	gevele	~	~	FALSE
VB-ON-OR-T	gevre	~	~	FALSE
VB-ON-OR-T	gevşe	~	~	FALSE
VB-ON-OR-T	gezele	~	~	FALSE
VB-ON-OR-T	gezle	~	~	FALSE
VB-ON-OR-T	gıdıkla	~	~	FALSE
VB-ON-OR-T	göresi	~	~	FALSE
VB-ON-OR-T	göynü	~	~	FALSE
VB-ON-OR-T	göze	~	~	FALSE
VB-ON-OR-T	gözetle	~	~	FALSE
VB-ON-OR-T	gücümse	~	~	FALSE
VB-ON-OR-T	güdele	~	~	FALSE
VB-ON-OR-T	gülümse	~	~	FALSE
VB-ON-OR-T	hackle	~	~	FALSE
VB-ON-OR-T	hafifse	~	~	FALSE
VB-ON-OR-T	hakla	~	~	FALSE
VB-ON-OR-T	harca	~	~	FALSE
VB-ON-OR-T	haşla	~	~	FALSE
VB-ON-OR-T	hatırla	~	~	FALSE
VB-ON-OR-T	hayda	~	~	FALSE
VB-ON-OR-T	haydala	~	~	FALSE
VB-ON-OR-T	hayla	~	~	FALSE
VB-ON-OR-T	hiçle	~	~	FALSE
VB-ON-OR-T	hırpala	~	~	FALSE
VB-ON-OR-T	hopla	~	~	FALSE
VB-ON-OR-T	horla	~	~	FALSE
VB-ON-OR-T	hortla	~	~	FALSE
VB-ON-OR-T	hortumla	~	~	FALSE
VB-ON-OR-T	içerle	~	~	FALSE
VB-ON-OR-T	ifilde	~	~	FALSE
VB-ON-OR-T	ilerle	~	~	FALSE
VB-ON-OR-T	incele	~	~	FALSE
VB-ON-OR-T	indirge	~	~	FALSE
VB-ON-OR-T	inilde	~	~	FALSE
VB-ON-OR-T	inile	~	~	FALSE
VB-ON-OR-T	inle	~	~	FALSE
VB-ON-OR-T	ipile	~	~	FALSE
VB-ON-OR-T	iple	~	~	FALSE
VB-ON-OR-T	irdele	~	~	FALSE
VB-ON-OR-T	işe	~	~	FALSE
VB-ON-OR-T	işle	~	~	FALSE
VB-ON-OR-T	iste	~	~	FALSE
VB-ON-OR-T	itekle	~	~	FALSE
VB-ON-OR-T	itele	~	~	FALSE
VB-ON-OR-T	izle	~	~	FALSE
VB-ON-OR-T	ıhla	~	~	FALSE
VB-ON-OR-T	ıkla	~	~	FALSE
VB-ON-OR-T	ılga	~	~	FALSE
VB-ON-OR-T	ılı	~	~	FALSE
VB-ON-OR-T	ıra	~	~	FALSE
VB-ON-OR-T	ıraksa	~	~	FALSE
VB-ON-OR-T	ırga	~	~	FALSE
VB-ON-OR-T	ışı	~	~	FALSE
VB-ON-OR-T	ışıla	~	~	FALSE
VB-ON-OR-T	ısla	~	~	FALSE
VB-ON-OR-T	ısmarla	~	~	FALSE
VB-ON-OR-T	kaballa	~	~	FALSE
VB-ON-OR-T	kaçımsa	~	~	FALSE
VB-ON-OR-T	kafala	~	~	FALSE
VB-ON-OR-T	kağşa	~	~	FALSE
VB-ON-OR-T	kahreyle	~	~	FALSE
VB-ON-OR-T	kakı	~	~	FALSE
VB-ON-OR-T	kalgı	~	~	FALSE
VB-ON-OR-T	kana	~	~	FALSE
VB-ON-OR-T	kanıksa	~	~	FALSE
VB-ON-OR-T	kanıtsa	~	~	FALSE
VB-ON-OR-T	kapa	~	~	FALSE
VB-ON-OR-T	kapsa	~	~	FALSE
VB-ON-OR-T	kara	~	~	FALSE
VB-ON-OR-T	kargı	~	~	FALSE
VB-ON-OR-T	karı	~	~	FALSE
VB-ON-OR-T	karşıla	~	~	FALSE
VB-ON-OR-T	kaşa	~	~	FALSE
VB-ON-OR-T	kaşı	~	~	FALSE
VB-ON-OR-T	katla	~	~	FALSE
VB-ON-OR-T	kavgı	~	~	FALSE
VB-ON-OR-T	kavra	~	~	FALSE
VB-ON-OR-T	kavza	~	~	FALSE
VB-ON-OR-T	kayna	~	~	FALSE
VB-ON-OR-T	kaypa	~	~	FALSE
